character,ep_title,text
LOKAI,"Let
That Be Your Last Battlefield","If you are partisans of justice, prove it!"
LOKAI,"Let
That Be Your Last Battlefield",Kill him!
LOKAI,"Let
That Be Your Last Battlefield","What do you do, carry justice on your tongues?"
LOKAI,"Let
That Be Your Last Battlefield","You will beg for
it, but you won't fight or die for it."
LOKAI,"Let
That Be Your Last Battlefield",You useless pieces of bland flesh.
LOKAI,"Let
That Be Your Last Battlefield","I'll take you with me, you
half-black."
LOKAI,"Let
That Be Your Last Battlefield","Remember, Captain, political sanctuary is my right."
LOKAI,"Let
That Be Your Last Battlefield","I am your
prisoner."
LOKAI,"Let
That Be Your Last Battlefield","Honour that right, or the fight will go on and your ship will
burn up."
LOKAI,"Let
That Be Your Last Battlefield",No one alive?
LOKAI,"Let
That Be Your Last Battlefield",Your genocidal maniacs did this!
LOKAI,"Let
That Be Your Last Battlefield",You're an idealistic dreamer.
BELE,"Let
That Be Your Last Battlefield","Right here, Captain."
BELE,"Let
That Be Your Last Battlefield",I am Bele.
BELE,"Let
That Be Your Last Battlefield",Forgive my unorthodox arrival.
BELE,"Let
That Be Your Last Battlefield",It served me long and durably.
BELE,"Let
That Be Your Last Battlefield","Unfortunately, the strain of
arduous pursuit has exceeded even its advanced qualities."
BELE,"Let
That Be Your Last Battlefield","I was just
able to complete this trip and disembark in time, or I would have
disintegrated in space with it."
BELE,"Let
That Be Your Last Battlefield",Yes.
BELE,"Let
That Be Your Last Battlefield","It was sheathed in special materials that rendered it
invisible."
BELE,"Let
That Be Your Last Battlefield","You bear precious cargo, Lokai."
BELE,"Let
That Be Your Last Battlefield","He has taken refuge aboard this
ship."
BELE,"Let
That Be Your Last Battlefield",I am here to claim him.
BELE,"Let
That Be Your Last Battlefield","My apologies, Captain."
BELE,"Let
That Be Your Last Battlefield",I overstepped my powers.
BELE,"Let
That Be Your Last Battlefield","Claim is
undoubtedly an unfortunate word."
BELE,"Let
That Be Your Last Battlefield",I am chief officer of the Commission on Political Traitors.
BELE,"Let
That Be Your Last Battlefield","Lokai
was tried and convicted of treason, but had escaped."
BELE,"Let
That Be Your Last Battlefield","May I see him,
please?"
BELE,"Let
That Be Your Last Battlefield","With your permission, Captain."
BELE,"Let
That Be Your Last Battlefield","Well, Lokai, it's a pleasure to see you
again."
BELE,"Let
That Be Your Last Battlefield","This time I'm sure our joining will be of a more permanent
nature."
BELE,"Let
That Be Your Last Battlefield","Captain, you are to be congratulated."
BELE,"Let
That Be Your Last Battlefield","Never before has Lokai been
rendered so quiescent."
BELE,"Let
That Be Your Last Battlefield","And you see how this killer repays you, as he repays all his
benefactors."
BELE,"Let
That Be Your Last Battlefield","They were savages, Captain."
BELE,"Let
That Be Your Last Battlefield","We took them into our hearts, our
homes."
BELE,"Let
That Be Your Last Battlefield",We educated them.
BELE,"Let
That Be Your Last Battlefield",You were the product of our love!
BELE,"Let
That Be Your Last Battlefield",And you repaid us with murder.
BELE,"Let
That Be Your Last Battlefield",Slaves?
BELE,"Let
That Be Your Last Battlefield",That was changed thousands of years ago.
BELE,"Let
That Be Your Last Battlefield",You were freed.
BELE,"Let
That Be Your Last Battlefield","Yes, you were free, if you knew how to use your freedom."
BELE,"Let
That Be Your Last Battlefield","You were
free enough to slaughter and to burn all the things that had been
built!"
BELE,"Let
That Be Your Last Battlefield",There is an order in things.
BELE,"Let
That Be Your Last Battlefield",He asked for utopia in a day.
BELE,"Let
That Be Your Last Battlefield","It
can't be done."
BELE,"Let
That Be Your Last Battlefield","You insane, you filthy little plotter of ruin."
BELE,"Let
That Be Your Last Battlefield","You vicious
subverter of every decent thought."
BELE,"Let
That Be Your Last Battlefield","Oh, you're coming back to pay for
your crimes!"
BELE,"Let
That Be Your Last Battlefield","Captain, it is imperative that you return Lokai to Cheron for
judgment."
BELE,"Let
That Be Your Last Battlefield","Captain, I hope you will be sensible."
BELE,"Let
That Be Your Last Battlefield",Co-operation.
BELE,"Let
That Be Your Last Battlefield","Since I am without a vessel to return to Cheron, I insist that
you take us there immediately."
BELE,"Let
That Be Your Last Battlefield","I am sorry, Captain."
BELE,"Let
That Be Your Last Battlefield","That will not be satisfactory, not at all
satisfactory."
BELE,"Let
That Be Your Last Battlefield",You're the captain.
BELE,"Let
That Be Your Last Battlefield",We're on the way to Cheron.
BELE,"Let
That Be Your Last Battlefield","Captain, this ship is now under my
direction."
BELE,"Let
That Be Your Last Battlefield","For fifty thousand of your terrestrial years,
I have been pursuing Lokai through the galaxy."
BELE,"Let
That Be Your Last Battlefield","I have not travelled
this far, this long, only to give him up."
BELE,"Let
That Be Your Last Battlefield","This ship goes where my will
drives it."
BELE,"Let
That Be Your Last Battlefield",He cannot help you now.
BELE,"Let
That Be Your Last Battlefield","You are lost, Lokai."
BELE,"Let
That Be Your Last Battlefield","You're on the way to
judgment, to final punishment."
BELE,"Let
That Be Your Last Battlefield",You evil mound of filth.
BELE,"Let
That Be Your Last Battlefield",Not this time.
BELE,"Let
That Be Your Last Battlefield","Oh, the old cry."
BELE,"Let
That Be Your Last Battlefield","Pity me, pity me."
BELE,"Let
That Be Your Last Battlefield","Everywhere he's gone, he's
been helped to escape."
BELE,"Let
That Be Your Last Battlefield","On every planet he's found fools who bleed for
him and shed tears for the oppressed one."
BELE,"Let
That Be Your Last Battlefield","But there is no escape for
you on this ship."
BELE,"Let
That Be Your Last Battlefield",This is your last sanctuary.
BELE,"Let
That Be Your Last Battlefield",And we are both going to Cheron.
BELE,"Let
That Be Your Last Battlefield","You cannot change the course of
this ship any more than you can change me."
BELE,"Let
That Be Your Last Battlefield","This ship goes where I want
it to go."
BELE,"Let
That Be Your Last Battlefield",Your phasers are ineffective against our shields.
BELE,"Let
That Be Your Last Battlefield","You are
helpless, Captain."
BELE,"Let
That Be Your Last Battlefield","No, this ship is going to Cheron."
BELE,"Let
That Be Your Last Battlefield",I will let nothing interfere.
BELE,"Let
That Be Your Last Battlefield","You are being obtuse, Captain."
BELE,"Let
That Be Your Last Battlefield",I am permitting no choice.
BELE,"Let
That Be Your Last Battlefield","My will
now controls this, and nothing can break it."
BELE,"Let
That Be Your Last Battlefield",You're bluffing.
BELE,"Let
That Be Your Last Battlefield",You can no more destroy this ship than I can change colour.
BELE,"Let
That Be Your Last Battlefield",I agree!
BELE,"Let
That Be Your Last Battlefield","Captain, I am happy to have you complete your mission of mercy to
the planet Ariannus."
BELE,"Let
That Be Your Last Battlefield","It was madness to interfere with such a worthwhile
endeavour."
BELE,"Let
That Be Your Last Battlefield","But, if you will, upon completion, please take me and my
traitorous captive to Cheron."
BELE,"Let
That Be Your Last Battlefield",The ship's course is now in your control.
BELE,"Let
That Be Your Last Battlefield","Putting the matter into the hands of your
Starfleet Command is, of course, the proper procedure."
BELE,"Let
That Be Your Last Battlefield","How long will it
be before we hear from them, Captain?"
BELE,"Let
That Be Your Last Battlefield","Well, then, let us drink to their wise solution to our problem."
BELE,"Let
That Be Your Last Battlefield","Gentlemen, we are discussing a question of degree."
BELE,"Let
That Be Your Last Battlefield","Surely,
stealing a shuttlecraft cannot be equated with the importance of
murdering thousands of people."
BELE,"Let
That Be Your Last Battlefield",One thing we are agreed on is that Lokai is a criminal.
BELE,"Let
That Be Your Last Battlefield","As always, Lokai has managed to gain allies."
BELE,"Let
That Be Your Last Battlefield",Even if they don't recognise themselves as being such.
BELE,"Let
That Be Your Last Battlefield","Yes, he
will evade, delay, and escape again and in the process put thousands of
innocent beings at each other's throats, getting them to kill and maim
for a cause which they have no stake in, but which he will force them
to violently espouse by twisting their minds with his lies, his
loathsome accusations and his foul threats."
BELE,"Let
That Be Your Last Battlefield","It is obvious to the most simpleminded that Lokai is of an
inferior breed."
BELE,"Let
That Be Your Last Battlefield","Are you blind, Commander Spock?"
BELE,"Let
That Be Your Last Battlefield","Well, look at me."
BELE,"Let
That Be Your Last Battlefield",Look at me!
BELE,"Let
That Be Your Last Battlefield",I am black on the right side.
BELE,"Let
That Be Your Last Battlefield",Lokai is white on the right side.
BELE,"Let
That Be Your Last Battlefield","All of his people are white on
the right side."
BELE,"Let
That Be Your Last Battlefield","Commander Spock, I am delighted that Vulcan was saved, but you
cannot expect Lokai and people like him to act with self-discipline any
more than you can expect a planet to stop orbiting its sun."
BELE,"Let
That Be Your Last Battlefield",He cannot change.
BELE,"Let
That Be Your Last Battlefield",You mean like both of you?
BELE,"Let
That Be Your Last Battlefield","I once heard that on some of your planets people believe they are
descended from apes."
BELE,"Let
That Be Your Last Battlefield",There is nothing I would like more.
BELE,"Let
That Be Your Last Battlefield","The directional control and the self-destruct, Captain, are both
burnt out."
BELE,"Let
That Be Your Last Battlefield",I did it like this.
BELE,"Let
That Be Your Last Battlefield",Now can we go to Cheron without any more discussion?
BELE,"Let
That Be Your Last Battlefield","You're finished, Lokai!"
BELE,"Let
That Be Your Last Battlefield","We've got your kind penned in on Cheron
into little districts, and it's not going to change."
BELE,"Let
That Be Your Last Battlefield","You've combed the
galaxy and come up with nothing but mono-coloured trash, do-gooders and
bleeding hearts."
BELE,"Let
That Be Your Last Battlefield","You're dead, you half-white!"
BELE,"Let
That Be Your Last Battlefield","If you listen to his legalistic trickery, I shall have to destroy
this ship and everybody aboard."
BELE,"Let
That Be Your Last Battlefield",Why not?
BELE,"Let
That Be Your Last Battlefield","My people, all dead?"
BELE,"Let
That Be Your Last Battlefield",Your band of murderers did this.
BELE,"Let
That Be Your Last Battlefield",He must not escape me.
COMPUTER,"Let
That Be Your Last Battlefield",Working.
COMPUTER,"Let
That Be Your Last Battlefield",Voice and code verified and correct.
COMPUTER,"Let
That Be Your Last Battlefield",Sequence two complete.
COMPUTER,"Let
That Be Your Last Battlefield","Voice and code one B, two B, three verified and correct."
COMPUTER,"Let
That Be Your Last Battlefield",Destruct sequence completed and engaged.
COMPUTER,"Let
That Be Your Last Battlefield","Awaiting final code for thirty
second countdown."
COMPUTER,"Let
That Be Your Last Battlefield",Destruct sequence engaged.
COMPUTER,"Let
That Be Your Last Battlefield","Awaiting final code for thirty
second countdown."
COMPUTER,"Let
That Be Your Last Battlefield",Thirty seconds.
COMPUTER,"Let
That Be Your Last Battlefield","twenty nine, twenty eight, twenty seven,
(break) twenty five seconds,"
COMPUTER,"Let
That Be Your Last Battlefield","Twenty seconds,"
COMPUTER,"Let
That Be Your Last Battlefield","Fifteen seconds,"
COMPUTER,"Let
That Be Your Last Battlefield","Ten, nine, eight, seven, six,"
COMPUTER,"Let
That Be Your Last Battlefield",Destruct order aborted.
COMPUTER,"Let
That Be Your Last Battlefield",Destruct order aborted.
KIRK,Whom Gods Destroy,"Donald, good to see you."
KIRK,Whom Gods Destroy,We'd be delighted.
KIRK,Whom Gods Destroy,"Why, Donald, are you becoming a pessimist?"
KIRK,Whom Gods Destroy,"When I was a cadet at the Academy, his exploits were required reading."
KIRK,Whom Gods Destroy,He was one of my heroes.
KIRK,Whom Gods Destroy,I'd like to see him.
KIRK,Whom Gods Destroy,What is it you want to tell me?
KIRK,Whom Gods Destroy,You're afraid to talk in front of Governor Cory?
KIRK,Whom Gods Destroy,Cory?
KIRK,Whom Gods Destroy,"Garth, do you have to make him suffer like that?"
KIRK,Whom Gods Destroy,I'm sorry.
KIRK,Whom Gods Destroy,I should've said Captain Garth.
KIRK,Whom Gods Destroy,"I'm sorry, Lord Garth."
KIRK,Whom Gods Destroy,Release him.
KIRK,Whom Gods Destroy,Are you so afraid of him that you must keep him pinned?
KIRK,Whom Gods Destroy,Thank you.
KIRK,Whom Gods Destroy,Now what have you done with the medicine?
KIRK,Whom Gods Destroy,Destroyed it?
KIRK,Whom Gods Destroy,It was your only hope.
KIRK,Whom Gods Destroy,Of course.
KIRK,Whom Gods Destroy,The crew of the Enterprise will also mutiny.
KIRK,Whom Gods Destroy,"Governor Cory, how do you feel?"
KIRK,Whom Gods Destroy,How does he manage to change form at will?
KIRK,Whom Gods Destroy,He was such a genius.
KIRK,Whom Gods Destroy,What a waste.
KIRK,Whom Gods Destroy,Force field is on.
KIRK,Whom Gods Destroy,Good.
KIRK,Whom Gods Destroy,Remain here out of sight until I give the order to join me.
KIRK,Whom Gods Destroy,Kirk to Enterprise.
KIRK,Whom Gods Destroy,Beam me aboard.
KIRK,Whom Gods Destroy,I said beam me aboard.
KIRK,Whom Gods Destroy,We have no time for chess problems.
KIRK,Whom Gods Destroy,Beam me aboard!
KIRK,Whom Gods Destroy,Just testing.
KIRK,Whom Gods Destroy,Be in touch with you later.
KIRK,Whom Gods Destroy,(throws a tantrum) No!
KIRK,Whom Gods Destroy,No!
KIRK,Whom Gods Destroy,No!
KIRK,Whom Gods Destroy,(ends up thumping the floor until he changes beck to Garth.
KIRK,Whom Gods Destroy,Thank you for your concern.
KIRK,Whom Gods Destroy,"All in all, it's been rather restful."
KIRK,Whom Gods Destroy,I'd forgotten.
KIRK,Whom Gods Destroy,Where is Mister Spock?
